Question Title,Sub-Outcome Code,Module,Topic/ Unit,Learning Outcome,Sub-Outcome,Question Type,Question Format,Origin/Author,Automatic Grading,Randomizable Parameters,Needs Calculator,Keywords,Last Edited By,Last Edit,Sean Reviewed,Shaobo Reviewed,Status,On Mobius,Margin of Error,Sig Fig
STATICS-VCP04.02.02,https://www.notion.so/STATICS-VCP04-02-ddb3983c48f04f97803ad8e536581bbb,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),distinguish dot and cross products and their characteristics,"2. scalar/vector nature                                                           ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, dot product",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP04.01.04,https://www.notion.so/STATICS-VCP04-01-0f07876ff9ce457ea4d3ef6c51f35c5c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),distinguish dot and cross products and their characteristics,"1. the equations                                                                      ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, dot product",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP04.01.03,https://www.notion.so/STATICS-VCP04-01-0f07876ff9ce457ea4d3ef6c51f35c5c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),distinguish dot and cross products and their characteristics,"1. the equations                                                                      ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, dot product",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP04.01.02,https://www.notion.so/STATICS-VCP04-01-0f07876ff9ce457ea4d3ef6c51f35c5c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),distinguish dot and cross products and their characteristics,"1. the equations                                                                      ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, dot product",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.02.04,https://www.notion.so/STATICS-VCP02-02-6e056a64ddb348c2885353fda7e39003,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,2. 3D vectors,A,Multi-select,Caelia,Yes,No,No,"3D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.01.05,https://www.notion.so/STATICS-VCP02-01-d4195d5b5b0f473799b0dc1412cf383c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,"1. 2D vectors                                                                          ",A,Multi-select,Caelia,Yes,No,No,"2D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.02.03,https://www.notion.so/STATICS-VCP02-02-6e056a64ddb348c2885353fda7e39003,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,2. 3D vectors,A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.02.02,https://www.notion.so/STATICS-VCP02-02-6e056a64ddb348c2885353fda7e39003,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,2. 3D vectors,A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.01.04,https://www.notion.so/STATICS-VCP02-01-d4195d5b5b0f473799b0dc1412cf383c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,"1. 2D vectors                                                                          ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.01.03,https://www.notion.so/STATICS-VCP02-01-d4195d5b5b0f473799b0dc1412cf383c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,"1. 2D vectors                                                                          ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP02.01.02,https://www.notion.so/STATICS-VCP02-01-d4195d5b5b0f473799b0dc1412cf383c,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the correct mathematical expression for the cross product of two vectors,"1. 2D vectors                                                                          ",A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, expression",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP08.01.01,https://www.notion.so/STATICS-VCP08-01-62a45f763f2140b691eb175da58d0653,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),calculate the cross product of two 3D Cartesian vectors,1. use a variety of positive and negative valued components,A,Numerical fill in the blank,Caelia,Yes,Yes,Yes,"3D, cross product",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP07.02.01,https://www.notion.so/STATICS-VCP07-02-e1d33bfd4f6b4b58b3cd75821c9200ff,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the determinant form of the cross product of two 3D vectors,2. term by term variations (numbers and letters),A,Multiple choice,Caelia,Yes,No,No,"3D, cross product, determinant",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP07.01.01,https://www.notion.so/STATICS-VCP07-01-5976815b881f432c99f721eb7f7024d9,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the determinant form of the cross product of two 3D vectors,"1. determinant (numbers and letters)                                                ",A,Multiple choice,Caelia,Yes,No,No,"3D, cross product, determinant",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP06.01.01,https://www.notion.so/STATICS-VCP06-01-20159b5e9bfe415ebe3c5d20b7764d1f,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),calculate the cross product of two 2D Cartesian vectors,1. use a variety of positive and negative valued components,A,Numerical fill in the blank,Caelia,Yes,Yes,Yes,"2D, cross product",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-VCP05.02.01,https://www.notion.so/STATICS-VCP05-02-13b52d562378498e898556577f0c5b2b,Module 2: Identify and solve introductory level rigid body statics problems,1. Calculate cross products of 2D and 3D vectors (VCP),recognize the determinant form of the cross product of two 2D vectors,2. term by term variations (numbers and letters),A,Multiple choice,Caelia,Yes,No,No,"2D, cross product, determinant",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
STATICS-MPA02.01.01,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.02,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.03,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.04,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.05,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.06,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.07,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.08,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.09,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA02.01.10,https://www.notion.so/STATICS-MPA02-01-e6164ffb7bfa4295a818037479108a75,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize moment arms for calculating moments of a 2D force about a point, given a diagram showing a force vector and geometry","1. a variety of potential moment arms in a diagram - say which are suitable moment arms (some don't go to point, some don't go to line of action)",A,True or false,Zoe,Yes,No,No,"moment, moment arm, position vector",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,N/A,N/A
STATICS-MPA03.01.01 (Combined),https://www.notion.so/STATICS-MPA03-01-4d37234aacf14de5b96458b6bce2263c,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Determine the magnitude and sense of a 2D moment using multiple scalar methods, given different information in the problem diagram/statement",1. M=Fd  (use problems where you can see all 3 different ways) have + and - moments e.g. in text Ex 4.5 and 4.6,A,Numerical fill in the blank,Zoe,Yes,No,No,"moment, moment arm",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0.1,3 sig figs
STATICS-MPA03.01.02 (Combined),https://www.notion.so/STATICS-MPA03-01-4d37234aacf14de5b96458b6bce2263c,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Determine the magnitude and sense of a 2D moment using multiple scalar methods, given different information in the problem diagram/statement",1. M=Fd  (use problems where you can see all 3 different ways) have + and - moments e.g. in text Ex 4.5 and 4.6,A,Numerical fill in the blank,Zoe,Yes,No,No,"moment, moment arm",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0.1,3 sig figs
STATICS-MPA03.01.03 (Combined),https://www.notion.so/STATICS-MPA03-01-4d37234aacf14de5b96458b6bce2263c,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Determine the magnitude and sense of a 2D moment using multiple scalar methods, given different information in the problem diagram/statement",1. M=Fd  (use problems where you can see all 3 different ways) have + and - moments e.g. in text Ex 4.5 and 4.6,A,Numerical fill in the blank,Zoe,Yes,No,No,"moment, moment arm",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0.1,3 sig figs
STATICS-MPA03.01.04 (Combined),https://www.notion.so/STATICS-MPA03-01-4d37234aacf14de5b96458b6bce2263c,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Determine the magnitude and sense of a 2D moment using multiple scalar methods, given different information in the problem diagram/statement",1. M=Fd  (use problems where you can see all 3 different ways) have + and - moments e.g. in text Ex 4.5 and 4.6,A,Numerical fill in the blank,Zoe,Yes,No,No,"moment, moment arm",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0.1,3 sig figs
STATICS-MPA08.01.01,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.02,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.03,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.04,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.05,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.06,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.07,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.08,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.09,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.10,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.11,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.12,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Zoe Mao,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.13,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.14,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.15,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.01.16,https://www.notion.so/STATICS-MPA08-01-52fdd412aa704056b70ae01ab06250b1,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",1. all 8 octants,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.02.01,https://www.notion.so/STATICS-MPA08-02-c6f23728f1f349399ce4b09e62800646,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. forces along any axis,A,Numerical fill in the blank,Zoe,Yes,Yes,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.02.02,https://www.notion.so/STATICS-MPA08-02-c6f23728f1f349399ce4b09e62800646,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. forces along any axis,A,Numerical fill in the blank,Zoe,Yes,Yes,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.02.03,https://www.notion.so/STATICS-MPA08-02-c6f23728f1f349399ce4b09e62800646,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",2. forces along any axis,A,Numerical fill in the blank,Zoe,Yes,Yes,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact
STATICS-MPA08.03.01,https://www.notion.so/STATICS-MPA08-03-0b9010fb5378488fb9e153157c7fe810,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",3. any plane,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact Integer
STATICS-MPA08.03.02,https://www.notion.so/STATICS-MPA08-03-0b9010fb5378488fb9e153157c7fe810,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",3. any plane,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact Integer
STATICS-MPA08.03.03,https://www.notion.so/STATICS-MPA08-03-0b9010fb5378488fb9e153157c7fe810,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Calculate the vector moment of a force about a point in 3D, given a Cartesian force vector and a Cartesian position vector (text and diagram)",3. any plane,A,Numerical fill in the blank,Zoe,Yes,No,No,"3D, cross product, moment",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,0,Exact Integer
STATICS-MPA01.02.01,https://www.notion.so/STATICS-MPA01-02-a62fad4a4fd74dc1b63a92ea29b38ab2,Module 2: Identify and solve introductory level rigid body statics problems,2. Calculate the moment of a force about a point or an axis in 2D and 3D using vector and scalar formulations (MPA),"Recognize the direction and sense of the moment of a force about a point in 2D, given a diagram showing position and force vectors",2. sense (CW/CCW),A,Multiple choice,Caelia,Yes,No,No,"2D, diagram, moment, sense",Nicholas Betancourt,"Oct 30, 2020 11:22 AM",Yes,No,Approved,Yes,,
